Site,Exclosure,Disturbance,Plot Name,Date,FG,index,Year,Total_Hits_FG,project,Total Hits,Total_Weight_FG,hits,weight
loamy,,,6.0,2017-07-11,Brome,61,2017,22,PVSAGE,22,46.576800000000006,2.0,1.54
loamy,,,6.0,2017-07-11,C3,61,2017,22,PVSAGE,22,46.576800000000006,15.0,31.86
loamy,,,6.0,2017-07-11,C4,61,2017,22,PVSAGE,22,46.576800000000006,5.0,12.14
loamy,,,6.0,2017-07-11,Forb,61,2017,22,PVSAGE,22,46.576800000000006,0.0,1.02
loamy,,,6.0,2017-07-11,SD,61,2017,22,PVSAGE,22,46.576800000000006,0.0,
loamy,,,6.0,2017-07-11,Subshrub,61,2017,22,PVSAGE,22,46.576800000000006,,
loamy,,,6.0,2017-07-11,Total,61,2017,22,PVSAGE,22,46.576800000000006,22.0,46.576800000000006
loamy,,,6.0,2017-07-11,VUOC,61,2017,22,PVSAGE,22,46.576800000000006,0.0,0.0168
loamy,,,6.0,2018-07-24,AnnGrass,62,2018,31,PVSAGE,37,134.1,10.0,16.7
loamy,,,6.0,2018-07-24,Brome,62,2018,31,PVSAGE,37,134.1,9.0,15.6
loamy,,,6.0,2018-07-24,C3,62,2018,31,PVSAGE,37,134.1,19.0,87.0
loamy,,,6.0,2018-07-24,C4,62,2018,31,PVSAGE,37,134.1,0.0,8.7
loamy,,,6.0,2018-07-24,Forb,62,2018,31,PVSAGE,37,134.1,2.0,9.3
loamy,,,6.0,2018-07-24,SD,62,2018,31,PVSAGE,37,134.1,0.0,12.4
loamy,,,6.0,2018-07-24,Subshrub,62,2018,31,PVSAGE,37,134.1,,
loamy,,,6.0,2018-07-24,Total,62,2018,31,PVSAGE,37,134.1,31.0,134.1
loamy,,,6.0,2018-07-24,VUOC,62,2018,31,PVSAGE,37,134.1,1.0,1.1
loamy,,,6.0,2019-07-23,AnnGrass,63,2019,10,PVSAGE,10,80.8,1.0,1.2
loamy,,,6.0,2019-07-23,Brome,63,2019,10,PVSAGE,10,80.8,0.0,1.0
loamy,,,6.0,2019-07-23,C3,63,2019,10,PVSAGE,10,80.8,7.0,51.2
loamy,,,6.0,2019-07-23,C4,63,2019,10,PVSAGE,10,80.8,2.0,18.8
loamy,,,6.0,2019-07-23,Forb,63,2019,10,PVSAGE,10,80.8,0.0,1.3
loamy,,,6.0,2019-07-23,SD,63,2019,10,PVSAGE,10,80.8,0.0,8.3
loamy,,,6.0,2019-07-23,Subshrub,63,2019,10,PVSAGE,10,80.8,,
loamy,,,6.0,2019-07-23,Total,63,2019,10,PVSAGE,10,80.8,10.0,80.8
loamy,,,6.0,2019-07-23,VUOC,63,2019,10,PVSAGE,10,80.8,1.0,0.2
loamy,,,6.0,2020-07-27,AnnGrass,64,2020,16,PVSAGE,16,80.58,2.0,8.46
loamy,,,6.0,2020-07-27,Brome,64,2020,16,PVSAGE,16,80.58,2.0,8.22
loamy,,,6.0,2020-07-27,C3,64,2020,16,PVSAGE,16,80.58,11.0,34.2
loamy,,,6.0,2020-07-27,C4,64,2020,16,PVSAGE,16,80.58,0.0,8.04
loamy,,,6.0,2020-07-27,Forb,64,2020,16,PVSAGE,16,80.58,0.0,0.04
loamy,,,6.0,2020-07-27,SD,64,2020,16,PVSAGE,16,80.58,3.0,29.84
loamy,,,6.0,2020-07-27,Subshrub,64,2020,16,PVSAGE,16,80.58,,
loamy,,,6.0,2020-07-27,Total,64,2020,16,PVSAGE,16,80.58,16.0,80.58
loamy,,,6.0,2020-07-27,VUOC,64,2020,16,PVSAGE,16,80.58,0.0,0.24
loamy,,,6.0,2021-07-26,AnnGrass,65,2021,13,PVSAGE,29,67.24,0.0,5.66
loamy,,,6.0,2021-07-26,Brome,65,2021,13,PVSAGE,29,67.24,0.0,5.66
loamy,,,6.0,2021-07-26,C3,65,2021,13,PVSAGE,29,67.24,8.0,57.0
loamy,,,6.0,2021-07-26,C4,65,2021,13,PVSAGE,29,67.24,4.0,1.48
loamy,,,6.0,2021-07-26,Forb,65,2021,13,PVSAGE,29,67.24,1.0,0.44
loamy,,,6.0,2021-07-26,SD,65,2021,13,PVSAGE,29,67.24,0.0,2.66
loamy,,,6.0,2021-07-26,Subshrub,65,2021,13,PVSAGE,29,67.24,,
loamy,,,6.0,2021-07-26,Total,65,2021,13,PVSAGE,29,67.24,13.0,67.24
loamy,,,6.0,2021-07-26,VUOC,65,2021,13,PVSAGE,29,67.24,0.0,0.0
loamy,,,7.0,2017-07-11,AnnGrass,66,2017,29,PVSAGE,38,103.72,2.0,8.34
loamy,,,7.0,2017-07-11,Brome,66,2017,29,PVSAGE,38,103.72,2.0,8.34
loamy,,,7.0,2017-07-11,C3,66,2017,29,PVSAGE,38,103.72,8.0,46.12
loamy,,,7.0,2017-07-11,C4,66,2017,29,PVSAGE,38,103.72,18.0,46.32
loamy,,,7.0,2017-07-11,Forb,66,2017,29,PVSAGE,38,103.72,1.0,2.94
loamy,,,7.0,2017-07-11,SD,66,2017,29,PVSAGE,38,103.72,0.0,
loamy,,,7.0,2017-07-11,Subshrub,66,2017,29,PVSAGE,38,103.72,,
loamy,,,7.0,2017-07-11,Total,66,2017,29,PVSAGE,38,103.72,29.0,103.72
loamy,,,7.0,2017-07-11,VUOC,66,2017,29,PVSAGE,38,103.72,0.0,0.0
loamy,,,8.0,2017-07-11,AnnGrass,67,2017,6,PVSAGE,15,57.699999999999996,0.0,4.76
loamy,,,8.0,2017-07-11,Brome,67,2017,6,PVSAGE,15,57.699999999999996,0.0,4.76
loamy,,,8.0,2017-07-11,C3,67,2017,6,PVSAGE,15,57.699999999999996,6.0,39.96
loamy,,,8.0,2017-07-11,C4,67,2017,6,PVSAGE,15,57.699999999999996,0.0,12.9
loamy,,,8.0,2017-07-11,Forb,67,2017,6,PVSAGE,15,57.699999999999996,0.0,0.08
loamy,,,8.0,2017-07-11,SD,67,2017,6,PVSAGE,15,57.699999999999996,0.0,
loamy,,,8.0,2017-07-11,Subshrub,67,2017,6,PVSAGE,15,57.699999999999996,,
loamy,,,8.0,2017-07-11,Total,67,2017,6,PVSAGE,15,57.699999999999996,6.0,57.7
loamy,,,8.0,2017-07-11,VUOC,67,2017,6,PVSAGE,15,57.699999999999996,0.0,0.0
loamy,,,9.0,2017-07-11,AnnGrass,68,2017,17,PVSAGE,17,94.02000000000001,2.0,9.58
loamy,,,9.0,2017-07-11,Brome,68,2017,17,PVSAGE,17,94.02000000000001,2.0,9.4
loamy,,,9.0,2017-07-11,C3,68,2017,17,PVSAGE,17,94.02000000000001,3.0,50.32
loamy,,,9.0,2017-07-11,C4,68,2017,17,PVSAGE,17,94.02000000000001,11.0,14.56
loamy,,,9.0,2017-07-11,Forb,68,2017,17,PVSAGE,17,94.02000000000001,1.0,19.56
loamy,,,9.0,2017-07-11,SD,68,2017,17,PVSAGE,17,94.02000000000001,0.0,
loamy,,,9.0,2017-07-11,Subshrub,68,2017,17,PVSAGE,17,94.02000000000001,,
loamy,,,9.0,2017-07-11,Total,68,2017,17,PVSAGE,17,94.02000000000001,17.0,94.02
loamy,,,9.0,2017-07-11,VUOC,68,2017,17,PVSAGE,17,94.02000000000001,0.0,0.18
loamy,,,10.0,2017-07-11,AnnGrass,69,2017,28,PVSAGE,28,165.56,0.0,2.02
loamy,,,10.0,2017-07-11,Brome,69,2017,28,PVSAGE,28,165.56,0.0,1.7
loamy,,,10.0,2017-07-11,C3,69,2017,28,PVSAGE,28,165.56,22.0,145.86
loamy,,,10.0,2017-07-11,C4,69,2017,28,PVSAGE,28,165.56,6.0,16.0
loamy,,,10.0,2017-07-11,Forb,69,2017,28,PVSAGE,28,165.56,0.0,1.68
loamy,,,10.0,2017-07-11,SD,69,2017,28,PVSAGE,28,165.56,0.0,
loamy,,,10.0,2017-07-11,Subshrub,69,2017,28,PVSAGE,28,165.56,,
loamy,,,10.0,2017-07-11,Total,69,2017,28,PVSAGE,28,165.56,28.0,165.56
loamy,,,10.0,2017-07-11,VUOC,69,2017,28,PVSAGE,28,165.56,0.0,0.32
loamy,,,11.0,2017-07-11,AnnGrass,70,2017,27,PVSAGE,27,113.39999999999999,2.0,14.54
loamy,,,11.0,2017-07-11,Brome,70,2017,27,PVSAGE,27,113.39999999999999,2.0,14.46
loamy,,,11.0,2017-07-11,C3,70,2017,27,PVSAGE,27,113.39999999999999,25.0,92.88
loamy,,,11.0,2017-07-11,C4,70,2017,27,PVSAGE,27,113.39999999999999,0.0,0.0
loamy,,,11.0,2017-07-11,Forb,70,2017,27,PVSAGE,27,113.39999999999999,0.0,5.98
loamy,,,11.0,2017-07-11,SD,70,2017,27,PVSAGE,27,113.39999999999999,0.0,
loamy,,,11.0,2017-07-11,Subshrub,70,2017,27,PVSAGE,27,113.39999999999999,,
loamy,,,11.0,2017-07-11,Total,70,2017,27,PVSAGE,27,113.39999999999999,27.0,113.4
loamy,,,11.0,2017-07-11,VUOC,70,2017,27,PVSAGE,27,113.39999999999999,0.0,0.08
loamy,,,12.0,2017-07-11,AnnGrass,71,2017,13,PVSAGE,14,80.58,9.0,9.02
loamy,,,12.0,2017-07-11,Brome,71,2017,13,PVSAGE,14,80.58,9.0,9.0
loamy,,,12.0,2017-07-11,C3,71,2017,13,PVSAGE,14,80.58,4.0,66.86
loamy,,,12.0,2017-07-11,C4,71,2017,13,PVSAGE,14,80.58,0.0,2.66
loamy,,,12.0,2017-07-11,Forb,71,2017,13,PVSAGE,14,80.58,0.0,2.04
loamy,,,12.0,2017-07-11,SD,71,2017,13,PVSAGE,14,80.58,0.0,
loamy,,,12.0,2017-07-11,Subshrub,71,2017,13,PVSAGE,14,80.58,,
loamy,,,12.0,2017-07-11,Total,71,2017,13,PVSAGE,14,80.58,13.0,80.58
loamy,,,12.0,2017-07-11,VUOC,71,2017,13,PVSAGE,14,80.58,0.0,0.02
lake creek,livestock ex,control,,2017-07-25,Total,0,2017,18,NEX,18,103.04,18.0,103.04
lake creek,livestock ex,control,,2017-07-25,VUOC,0,2017,18,NEX,18,103.04,0.0,10.86
lake creek,livestock ex,control,,2017-07-25,Forb,0,2017,18,NEX,18,103.04,1.0,18.06
lake creek,livestock ex,control,,2017-07-25,Subshrub,0,2017,18,NEX,18,103.04,0.0,0.0
lake creek,livestock ex,control,,2017-07-25,C4,0,2017,18,NEX,18,103.04,6.0,29.96
lake creek,livestock ex,control,,2017-07-25,Brome,0,2017,18,NEX,18,103.04,10.0,22.68
lake creek,livestock ex,control,,2017-07-25,AnnGrass,0,2017,18,NEX,18,103.04,10.0,33.54
lake creek,livestock ex,control,,2017-07-25,SD,0,2017,18,NEX,18,103.04,0.0,0.0
lake creek,livestock ex,control,,2017-07-25,C3,0,2017,18,NEX,18,103.04,1.0,21.48
lake creek,livestock ex,control,,2018-08-06,Forb,1,2018,36,NEX,36,188.88,8.0,35.8
lake creek,livestock ex,control,,2018-08-06,Total,1,2018,36,NEX,36,188.88,36.0,188.88
lake creek,livestock ex,control,,2018-08-06,C4,1,2018,36,NEX,36,188.88,5.0,34.38
lake creek,livestock ex,control,,2018-08-06,Subshrub,1,2018,36,NEX,36,188.88,0.0,0.0
lake creek,livestock ex,control,,2018-08-06,VUOC,1,2018,36,NEX,36,188.88,0.0,0.0
lake creek,livestock ex,control,,2018-08-06,SD,1,2018,36,NEX,36,188.88,0.0,33.14
lake creek,livestock ex,control,,2018-08-06,C3,1,2018,36,NEX,36,188.88,6.0,40.66
lake creek,livestock ex,control,,2018-08-06,AnnGrass,1,2018,36,NEX,36,188.88,17.0,44.9
lake creek,livestock ex,control,,2018-08-06,Brome,1,2018,36,NEX,36,188.88,17.0,44.9
lake creek,livestock ex,control,,2019-07-31,C4,2,2019,23,NEX,23,138.52,1.0,71.3
lake creek,livestock ex,control,,2019-07-31,Forb,2,2019,23,NEX,23,138.52,2.0,18.7
lake creek,livestock ex,control,,2019-07-31,Subshrub,2,2019,23,NEX,23,138.52,0.0,0.0
lake creek,livestock ex,control,,2019-07-31,VUOC,2,2019,23,NEX,23,138.52,0.0,0.02
lake creek,livestock ex,control,,2019-07-31,Total,2,2019,23,NEX,23,138.52,23.0,138.52
lake creek,livestock ex,control,,2019-07-31,SD,2,2019,23,NEX,23,138.52,0.0,3.6
lake creek,livestock ex,control,,2019-07-31,Brome,2,2019,23,NEX,23,138.52,20.0,44.9
lake creek,livestock ex,control,,2019-07-31,C3,2,2019,23,NEX,23,138.52,0.0,0.0
lake creek,livestock ex,control,,2019-07-31,AnnGrass,2,2019,23,NEX,23,138.52,20.0,44.92
lake creek,livestock ex,control,,2020-08-03,Forb,3,2020,13,NEX,13,83.36,0.0,0.3
lake creek,livestock ex,control,,2020-08-03,Subshrub,3,2020,13,NEX,13,83.36,0.0,0.0
lake creek,livestock ex,control,,2020-08-03,VUOC,3,2020,13,NEX,13,83.36,0.0,0.0
lake creek,livestock ex,control,,2020-08-03,C4,3,2020,13,NEX,13,83.36,3.0,45.36
lake creek,livestock ex,control,,2020-08-03,Total,3,2020,13,NEX,13,83.36,13.0,83.36
lake creek,livestock ex,control,,2020-08-03,AnnGrass,3,2020,13,NEX,13,83.36,7.0,13.9
lake creek,livestock ex,control,,2020-08-03,Brome,3,2020,13,NEX,13,83.36,7.0,13.9
lake creek,livestock ex,control,,2020-08-03,SD,3,2020,13,NEX,13,83.36,3.0,23.8
lake creek,livestock ex,control,,2020-08-03,C3,3,2020,13,NEX,13,83.36,0.0,0.0
lake creek,out,control,,2017-07-25,Forb,4,2017,11,NEX,11,85.94000000000001,0.0,11.46
lake creek,out,control,,2017-07-25,Brome,4,2017,11,NEX,11,85.94000000000001,2.0,11.220000000000002
lake creek,out,control,,2017-07-25,Total,4,2017,11,NEX,11,85.94000000000001,11.0,85.94
lake creek,out,control,,2017-07-25,C4,4,2017,11,NEX,11,85.94000000000001,6.0,28.2
lake creek,out,control,,2017-07-25,VUOC,4,2017,11,NEX,11,85.94000000000001,0.0,10.9
lake creek,out,control,,2017-07-25,AnnGrass,4,2017,11,NEX,11,85.94000000000001,2.0,22.120000000000005
lake creek,out,control,,2017-07-25,C3,4,2017,11,NEX,11,85.94000000000001,3.0,24.160000000000004
lake creek,out,control,,2017-07-25,Subshrub,4,2017,11,NEX,11,85.94000000000001,0.0,0.0
lake creek,out,control,,2017-07-25,SD,4,2017,11,NEX,11,85.94000000000001,0.0,0.0
lake creek,out,control,,2018-08-06,VUOC,5,2018,23,NEX,23,75.52,0.0,0.0
lake creek,out,control,,2018-08-06,Forb,5,2018,23,NEX,23,75.52,4.0,29.56
lake creek,out,control,,2018-08-06,Brome,5,2018,23,NEX,23,75.52,3.0,3.38
lake creek,out,control,,2018-08-06,Total,5,2018,23,NEX,23,75.52,23.0,75.52
lake creek,out,control,,2018-08-06,C4,5,2018,23,NEX,23,75.52,16.0,22.64
lake creek,out,control,,2018-08-06,AnnGrass,5,2018,23,NEX,23,75.52,3.0,3.38
lake creek,out,control,,2018-08-06,Subshrub,5,2018,23,NEX,23,75.52,0.0,0.0
lake creek,out,control,,2018-08-06,C3,5,2018,23,NEX,23,75.52,0.0,13.44
lake creek,out,control,,2018-08-06,SD,5,2018,23,NEX,23,75.52,0.0,6.5
lake creek,out,control,,2019-07-31,VUOC,6,2019,25,NEX,32,102.2,0.0,0.0
lake creek,out,control,,2019-07-31,C4,6,2019,25,NEX,32,102.2,0.0,14.0
lake creek,out,control,,2019-07-31,Forb,6,2019,25,NEX,32,102.2,7.0,22.2
lake creek,out,control,,2019-07-31,Brome,6,2019,25,NEX,32,102.2,13.0,43.2
lake creek,out,control,,2019-07-31,SD,6,2019,25,NEX,32,102.2,0.0,2.3
lake creek,out,control,,2019-07-31,Total,6,2019,25,NEX,32,102.2,25.0,102.2
lake creek,out,control,,2019-07-31,Subshrub,6,2019,25,NEX,32,102.2,0.0,0.0
lake creek,out,control,,2019-07-31,AnnGrass,6,2019,25,NEX,32,102.2,13.0,43.2
lake creek,out,control,,2019-07-31,C3,6,2019,25,NEX,32,102.2,5.0,20.5
lake creek,out,control,,2020-08-03,C4,7,2020,4,NEX,4,39.4218,1.0,19.66
lake creek,out,control,,2020-08-03,VUOC,7,2020,4,NEX,4,39.4218,0.0,0.0018
lake creek,out,control,,2020-08-03,SD,7,2020,4,NEX,4,39.4218,2.0,15.98
lake creek,out,control,,2020-08-03,Brome,7,2020,4,NEX,4,39.4218,1.0,2.02
lake creek,out,control,,2020-08-03,Forb,7,2020,4,NEX,4,39.4218,0.0,0.04
lake creek,out,control,,2020-08-03,Total,7,2020,4,NEX,4,39.4218,4.0,39.4218
lake creek,out,control,,2020-08-03,Subshrub,7,2020,4,NEX,4,39.4218,0.0,0.0
lake creek,out,control,,2020-08-03,C3,7,2020,4,NEX,4,39.4218,0.0,1.72
lake creek,out,control,,2020-08-03,AnnGrass,7,2020,4,NEX,4,39.4218,1.0,2.0218
lake creek,ungulate ex,control,,2017-07-25,VUOC,8,2017,37,NEX,37,138.26000000000002,0.0,0.0
lake creek,ungulate ex,control,,2017-07-25,Total,8,2017,37,NEX,37,138.26000000000002,37.0,138.26
lake creek,ungulate ex,control,,2017-07-25,SD,8,2017,37,NEX,37,138.26000000000002,0.0,0.0
lake creek,ungulate ex,control,,2017-07-25,Subshrub,8,2017,37,NEX,37,138.26000000000002,0.0,0.0
lake creek,ungulate ex,control,,2017-07-25,Forb,8,2017,37,NEX,37,138.26000000000002,4.0,23.2
lake creek,ungulate ex,control,,2017-07-25,C3,8,2017,37,NEX,37,138.26000000000002,3.0,64.11999999999999
lake creek,ungulate ex,control,,2017-07-25,C4,8,2017,37,NEX,37,138.26000000000002,23.0,39.78000000000001
lake creek,ungulate ex,control,,2017-07-25,AnnGrass,8,2017,37,NEX,37,138.26000000000002,7.0,11.160000000000004
lake creek,ungulate ex,control,,2017-07-25,Brome,8,2017,37,NEX,37,138.26000000000002,7.0,11.160000000000004
lake creek,ungulate ex,control,,2018-08-06,Total,9,2018,28,NEX,28,269.36,28.0,269.36
lake creek,ungulate ex,control,,2018-08-06,VUOC,9,2018,28,NEX,28,269.36,0.0,0.0
lake creek,ungulate ex,control,,2018-08-06,Forb,9,2018,28,NEX,28,269.36,2.0,39.6
lake creek,ungulate ex,control,,2018-08-06,SD,9,2018,28,NEX,28,269.36,4.0,41.16
lake creek,ungulate ex,control,,2018-08-06,Subshrub,9,2018,28,NEX,28,269.36,0.0,0.0
lake creek,ungulate ex,control,,2018-08-06,C3,9,2018,28,NEX,28,269.36,11.0,140.56
lake creek,ungulate ex,control,,2018-08-06,Brome,9,2018,28,NEX,28,269.36,11.0,32.46
lake creek,ungulate ex,control,,2018-08-06,AnnGrass,9,2018,28,NEX,28,269.36,11.0,32.46
lake creek,ungulate ex,control,,2018-08-06,C4,9,2018,28,NEX,28,269.36,0.0,15.58
lake creek,ungulate ex,control,,2019-07-31,AnnGrass,10,2019,47,NEX,47,211.5,18.0,77.3
lake creek,ungulate ex,control,,2019-07-31,C3,10,2019,47,NEX,47,211.5,9.0,57.2
lake creek,ungulate ex,control,,2019-07-31,SD,10,2019,47,NEX,47,211.5,5.0,2.2
lake creek,ungulate ex,control,,2019-07-31,VUOC,10,2019,47,NEX,47,211.5,0.0,0.0
lake creek,ungulate ex,control,,2019-07-31,Total,10,2019,47,NEX,47,211.5,47.0,211.5
lake creek,ungulate ex,control,,2019-07-31,Forb,10,2019,47,NEX,47,211.5,14.0,65.7
lake creek,ungulate ex,control,,2019-07-31,Subshrub,10,2019,47,NEX,47,211.5,0.0,0.0
lake creek,ungulate ex,control,,2019-07-31,Brome,10,2019,47,NEX,47,211.5,18.0,77.3
lake creek,ungulate ex,control,,2019-07-31,C4,10,2019,47,NEX,47,211.5,1.0,9.1
lake creek,ungulate ex,control,,2020-08-03,AnnGrass,11,2020,29,NEX,29,150.0,18.0,39.7
lake creek,ungulate ex,control,,2020-08-03,VUOC,11,2020,29,NEX,29,150.0,0.0,0.0
lake creek,ungulate ex,control,,2020-08-03,C3,11,2020,29,NEX,29,150.0,6.0,45.3
lake creek,ungulate ex,control,,2020-08-03,SD,11,2020,29,NEX,29,150.0,5.0,53.5
lake creek,ungulate ex,control,,2020-08-03,Subshrub,11,2020,29,NEX,29,150.0,0.0,0.0
lake creek,ungulate ex,control,,2020-08-03,Forb,11,2020,29,NEX,29,150.0,0.0,1.4
lake creek,ungulate ex,control,,2020-08-03,Total,11,2020,29,NEX,29,150.0,29.0,150.0
lake creek,ungulate ex,control,,2020-08-03,Brome,11,2020,29,NEX,29,150.0,18.0,39.7
lake creek,ungulate ex,control,,2020-08-03,C4,11,2020,29,NEX,29,150.0,0.0,10.1
lake creek,livestock ex,fire,,2017-07-20,VUOC,12,2017,18,NEX,18,135.24,0.0,13.48
lake creek,livestock ex,fire,,2017-07-20,Forb,12,2017,18,NEX,18,135.24,0.0,22.06
lake creek,livestock ex,fire,,2017-07-20,C3,12,2017,18,NEX,18,135.24,7.0,53.00000000000001
lake creek,livestock ex,fire,,2017-07-20,C4,12,2017,18,NEX,18,135.24,11.0,46.7
lake creek,livestock ex,fire,,2017-07-20,AnnGrass,12,2017,18,NEX,18,135.24,0.0,13.48
lake creek,livestock ex,fire,,2017-07-20,Brome,12,2017,18,NEX,18,135.24,0.0,0.0
lake creek,livestock ex,fire,,2017-07-20,Subshrub,12,2017,18,NEX,18,135.24,0.0,0.0
lake creek,livestock ex,fire,,2017-07-20,SD,12,2017,18,NEX,18,135.24,0.0,0.0
lake creek,livestock ex,fire,,2017-07-20,Total,12,2017,18,NEX,18,135.24,18.0,135.24
lake creek,livestock ex,fire,,2018-07-30,VUOC,13,2018,38,NEX,38,234.95999999999998,9.0,16.32
lake creek,livestock ex,fire,,2018-07-30,Forb,13,2018,38,NEX,38,234.95999999999998,11.0,114.44
lake creek,livestock ex,fire,,2018-07-30,C3,13,2018,38,NEX,38,234.95999999999998,9.0,47.72
lake creek,livestock ex,fire,,2018-07-30,Brome,13,2018,38,NEX,38,234.95999999999998,1.0,2.7
lake creek,livestock ex,fire,,2018-07-30,Subshrub,13,2018,38,NEX,38,234.95999999999998,0.0,0.0
lake creek,livestock ex,fire,,2018-07-30,SD,13,2018,38,NEX,38,234.95999999999998,6.0,21.96
lake creek,livestock ex,fire,,2018-07-30,AnnGrass,13,2018,38,NEX,38,234.95999999999998,10.0,19.02
lake creek,livestock ex,fire,,2018-07-30,Total,13,2018,38,NEX,38,234.95999999999998,38.0,234.96
lake creek,livestock ex,fire,,2018-07-30,C4,13,2018,38,NEX,38,234.95999999999998,2.0,31.82
lake creek,livestock ex,fire,,2019-07-31,VUOC,14,2019,48,NEX,48,158.70000000000002,0.0,0.8
lake creek,livestock ex,fire,,2019-07-31,Forb,14,2019,48,NEX,48,158.70000000000002,10.0,34.0
lake creek,livestock ex,fire,,2019-07-31,Total,14,2019,48,NEX,48,158.70000000000002,48.0,158.70000000000005
lake creek,livestock ex,fire,,2019-07-31,Brome,14,2019,48,NEX,48,158.70000000000002,18.0,29.2
lake creek,livestock ex,fire,,2019-07-31,Subshrub,14,2019,48,NEX,48,158.70000000000002,0.0,0.0
lake creek,livestock ex,fire,,2019-07-31,AnnGrass,14,2019,48,NEX,48,158.70000000000002,18.0,30.0
lake creek,livestock ex,fire,,2019-07-31,C4,14,2019,48,NEX,48,158.70000000000002,20.0,88.7
lake creek,livestock ex,fire,,2019-07-31,C3,14,2019,48,NEX,48,158.70000000000002,0.0,4.7
lake creek,livestock ex,fire,,2019-07-31,SD,14,2019,48,NEX,48,158.70000000000002,0.0,1.3
lake creek,livestock ex,fire,,2020-08-03,Forb,15,2020,25,NEX,25,106.2,0.0,0.86
lake creek,livestock ex,fire,,2020-08-03,Total,15,2020,25,NEX,25,106.2,25.0,106.2
lake creek,livestock ex,fire,,2020-08-03,VUOC,15,2020,25,NEX,25,106.2,0.0,0.0
lake creek,livestock ex,fire,,2020-08-03,Subshrub,15,2020,25,NEX,25,106.2,0.0,0.0
lake creek,livestock ex,fire,,2020-08-03,Brome,15,2020,25,NEX,25,106.2,6.0,17.3
lake creek,livestock ex,fire,,2020-08-03,AnnGrass,15,2020,25,NEX,25,106.2,6.0,17.3
lake creek,livestock ex,fire,,2020-08-03,SD,15,2020,25,NEX,25,106.2,13.0,53.2
lake creek,livestock ex,fire,,2020-08-03,C4,15,2020,25,NEX,25,106.2,4.0,26.16
lake creek,livestock ex,fire,,2020-08-03,C3,15,2020,25,NEX,25,106.2,2.0,8.68
lake creek,out,fire,,2017-07-20,Subshrub,16,2017,25,NEX,25,135.66000000000003,0.0,0.0
lake creek,out,fire,,2017-07-20,SD,16,2017,25,NEX,25,135.66000000000003,0.0,0.0
lake creek,out,fire,,2017-07-20,C4,16,2017,25,NEX,25,135.66000000000003,0.0,0.3599999999999994
lake creek,out,fire,,2017-07-20,AnnGrass,16,2017,25,NEX,25,135.66000000000003,4.0,6.979999999999997
lake creek,out,fire,,2017-07-20,Total,16,2017,25,NEX,25,135.66000000000003,25.0,135.65999999999997
lake creek,out,fire,,2017-07-20,Forb,16,2017,25,NEX,25,135.66000000000003,12.0,53.1
lake creek,out,fire,,2017-07-20,Brome,16,2017,25,NEX,25,135.66000000000003,0.0,3.119999999999997
lake creek,out,fire,,2017-07-20,C3,16,2017,25,NEX,25,135.66000000000003,9.0,75.22
lake creek,out,fire,,2017-07-20,VUOC,16,2017,25,NEX,25,135.66000000000003,4.0,3.86
lake creek,out,fire,,2018-07-30,SD,17,2018,26,NEX,26,127.02,0.0,4.2
lake creek,out,fire,,2018-07-30,Subshrub,17,2018,26,NEX,26,127.02,0.0,0.0
lake creek,out,fire,,2018-07-30,Brome,17,2018,26,NEX,26,127.02,0.0,1.64
lake creek,out,fire,,2018-07-30,Total,17,2018,26,NEX,26,127.02,26.0,127.02
lake creek,out,fire,,2018-07-30,Forb,17,2018,26,NEX,26,127.02,11.0,81.02
lake creek,out,fire,,2018-07-30,C3,17,2018,26,NEX,26,127.02,2.0,8.66
lake creek,out,fire,,2018-07-30,AnnGrass,17,2018,26,NEX,26,127.02,0.0,1.92
lake creek,out,fire,,2018-07-30,C4,17,2018,26,NEX,26,127.02,13.0,31.22
lake creek,out,fire,,2018-07-30,VUOC,17,2018,26,NEX,26,127.02,0.0,0.28
lake creek,out,fire,,2019-07-31,SD,18,2019,21,NEX,23,182.72,0.0,1.2
lake creek,out,fire,,2019-07-31,Subshrub,18,2019,21,NEX,23,182.72,0.0,0.0
lake creek,out,fire,,2019-07-31,AnnGrass,18,2019,21,NEX,23,182.72,1.0,0.62
lake creek,out,fire,,2019-07-31,Total,18,2019,21,NEX,23,182.72,21.0,182.72
lake creek,out,fire,,2019-07-31,Forb,18,2019,21,NEX,23,182.72,3.0,62.1
lake creek,out,fire,,2019-07-31,VUOC,18,2019,21,NEX,23,182.72,0.0,0.02
lake creek,out,fire,,2019-07-31,C3,18,2019,21,NEX,23,182.72,12.0,79.2
lake creek,out,fire,,2019-07-31,C4,18,2019,21,NEX,23,182.72,5.0,39.6
lake creek,out,fire,,2019-07-31,Brome,18,2019,21,NEX,23,182.72,1.0,0.6
lake creek,out,fire,,2020-08-03,SD,19,2020,10,NEX,10,124.5,1.0,50.9
lake creek,out,fire,,2020-08-03,AnnGrass,19,2020,10,NEX,10,124.5,1.0,9.12
lake creek,out,fire,,2020-08-03,Subshrub,19,2020,10,NEX,10,124.5,0.0,0.0
lake creek,out,fire,,2020-08-03,C3,19,2020,10,NEX,10,124.5,8.0,63.9
lake creek,out,fire,,2020-08-03,Total,19,2020,10,NEX,10,124.5,10.0,124.5
lake creek,out,fire,,2020-08-03,Forb,19,2020,10,NEX,10,124.5,0.0,0.22
lake creek,out,fire,,2020-08-03,VUOC,19,2020,10,NEX,10,124.5,0.0,0.0
