PRISM Time Series Data
Location:  Lat: 43.2929   Lon: -105.1229   Elev: 4783ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1981-01-01 - 2022-09-01
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2023-Mar-14
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2000-04-27,0.00,30.6,45.2,59.7,28.2,1.35,12.40
2000-04-28,0.00,34.6,47.9,61.3,27.0,1.70,13.63
2000-04-29,0.00,38.9,53.6,68.4,36.6,1.33,15.86
2000-04-30,0.06,32.9,42.9,53.0,35.9,0.10,5.26
2000-05-01,0.00,31.4,44.8,58.2,26.6,1.16,11.91
2000-05-02,0.00,37.0,55.1,73.2,33.1,1.74,21.33
2000-05-03,0.00,44.0,61.9,79.8,38.3,2.13,27.05
2000-05-04,0.00,45.8,60.2,74.7,39.7,1.93,20.91
2000-05-05,0.00,47.1,65.5,84.0,41.5,1.57,31.59
2000-05-06,0.00,40.6,64.3,88.0,38.7,0.98,39.45
2000-05-07,0.04,44.1,56.9,69.8,42.3,0.28,16.70
2000-05-08,0.20,33.6,48.1,62.7,41.0,0.08,7.91
2000-05-09,0.00,33.5,43.2,52.9,33.5,0.17,7.64
2000-05-10,0.00,37.4,51.8,66.3,33.0,0.69,16.14
2000-05-11,0.94,38.0,51.0,64.1,38.2,0.07,13.86
2000-05-12,0.02,31.4,42.8,54.2,24.6,0.25,10.67
2000-05-13,0.00,24.5,35.2,46.0,23.8,0.13,6.67
2000-05-14,0.00,31.7,45.7,59.8,26.1,1.12,13.55
2000-05-15,0.00,40.4,52.4,64.4,31.2,2.34,14.59
2000-05-16,0.00,41.6,58.9,76.3,34.9,1.97,24.99
2000-05-17,0.03,48.1,60.2,72.2,44.1,0.58,17.36
2000-05-18,0.35,33.3,42.4,51.5,40.3,0.00,2.47
2000-05-19,0.00,33.9,46.7,59.5,30.9,0.49,11.81
2000-05-20,0.18,40.5,56.0,71.6,40.7,0.23,19.14
2000-05-21,0.00,41.4,53.7,66.0,37.8,0.71,15.21
2000-05-22,0.00,46.8,60.6,74.5,40.9,2.38,20.59
2000-05-23,0.00,48.1,62.1,76.1,43.3,1.73,21.85
2000-05-24,0.00,50.1,62.9,75.7,39.0,3.57,22.25
2000-05-25,0.00,43.9,53.3,62.6,37.3,1.93,11.40
2000-05-26,0.02,45.9,59.2,72.4,46.2,0.35,16.88
2000-05-27,0.13,40.7,55.4,70.0,43.8,0.21,14.74
2000-05-28,0.00,45.9,60.6,75.4,38.9,1.59,22.96
2000-05-29,0.00,48.1,66.4,84.7,46.4,0.71,31.63
2000-05-30,0.04,45.1,62.9,80.6,48.5,0.12,23.69
2000-05-31,0.00,45.4,51.0,56.6,46.5,0.04,4.76
2000-06-01,0.03,34.8,49.0,63.2,45.1,0.00,6.84
2000-06-02,0.00,35.2,49.5,63.8,34.0,0.40,13.58
2000-06-03,0.00,44.4,61.3,78.3,43.8,1.69,23.50
2000-06-04,0.00,45.7,65.3,84.9,43.5,2.24,33.38
2000-06-05,0.00,41.6,54.8,68.0,42.0,0.71,14.08
2000-06-06,0.00,45.8,62.8,79.9,45.9,1.86,23.90
2000-06-07,0.00,52.3,72.7,93.0,42.3,3.97,45.77
2000-06-08,0.00,56.4,74.0,91.6,46.6,3.51,41.29
2000-06-09,0.00,57.8,76.9,95.9,41.9,6.51,50.03
2000-06-10,0.02,44.5,65.7,86.8,42.0,1.26,35.83
2000-06-11,0.00,50.6,64.9,79.2,37.8,3.42,27.88
2000-06-12,0.00,47.1,67.0,86.9,40.6,1.64,36.70
2000-06-13,0.00,50.3,67.9,85.4,41.8,1.49,34.32
2000-06-14,0.05,42.4,53.6,64.7,39.0,1.26,13.22
2000-06-15,0.00,50.1,62.3,74.5,40.8,3.07,20.94
2000-06-16,0.15,42.0,55.5,69.0,41.8,0.46,15.45
2000-06-17,0.00,33.7,46.5,59.2,36.9,0.29,10.07
2000-06-18,0.00,38.8,54.1,69.3,37.2,0.66,18.23
2000-06-19,0.00,49.8,67.1,84.5,39.4,3.11,34.56
2000-06-20,0.51,44.4,60.0,75.7,45.7,0.50,20.25
2000-06-21,0.14,40.2,50.9,61.7,38.9,0.58,11.00
2000-06-22,0.00,47.4,63.6,79.7,38.0,2.96,27.55
2000-06-23,0.04,49.0,69.7,90.5,42.5,1.59,41.87
2000-06-24,0.00,51.9,69.2,86.6,48.4,1.01,32.09
2000-06-25,0.00,52.7,67.8,82.8,49.6,1.46,27.37
2000-06-26,0.00,38.6,51.6,64.5,43.5,0.34,10.37
2000-06-27,0.07,47.7,60.7,73.6,42.3,0.86,20.93
2000-06-28,0.13,39.6,52.2,64.8,46.0,0.10,9.92
2000-06-29,0.00,47.5,62.0,76.6,41.8,1.13,23.51
2000-06-30,0.00,50.5,65.7,81.0,45.0,2.41,26.85
2000-07-01,0.00,53.7,72.1,90.4,42.7,3.62,40.97
2000-07-02,0.00,52.2,72.0,91.7,46.8,2.56,41.25
2000-07-03,0.00,57.9,75.2,92.6,49.3,3.76,42.51
2000-07-04,0.00,55.7,73.3,90.9,48.2,1.94,39.56
2000-07-05,0.00,52.8,70.7,88.6,46.5,2.03,38.72
2000-07-06,0.00,56.3,73.4,90.6,52.3,1.42,38.81
2000-07-07,0.00,57.8,77.4,97.0,40.8,2.93,53.91
2000-07-08,0.00,61.1,76.7,92.3,52.3,3.70,40.24
2000-07-09,0.23,62.7,78.5,94.3,52.8,5.36,44.74
2000-07-10,0.09,60.0,75.1,90.1,56.4,0.86,36.22
2000-07-11,0.22,55.0,72.2,89.4,55.1,0.75,34.60
2000-07-12,0.00,55.6,71.3,87.0,48.5,2.17,34.25
2000-07-13,0.00,57.6,75.5,93.4,48.0,2.95,44.84
2000-07-14,0.00,61.3,78.8,96.3,49.9,4.85,48.17
2000-07-15,0.00,62.7,81.8,101.0,47.5,7.70,58.40
2000-07-16,0.00,61.3,78.8,96.3,46.9,6.39,49.35
2000-07-17,0.00,54.2,65.0,75.8,48.6,1.85,19.71
2000-07-18,0.18,54.7,65.6,76.4,56.1,0.37,15.89
2000-07-19,0.25,52.1,68.6,85.1,50.8,0.61,31.31
2000-07-20,0.00,51.2,68.1,85.0,47.1,1.05,32.30
2000-07-21,0.07,51.4,65.5,79.7,51.6,0.54,22.93
2000-07-22,0.00,50.4,66.9,83.4,49.7,1.44,29.15
2000-07-23,0.00,54.4,72.1,89.7,45.1,2.91,40.71
2000-07-24,0.00,58.8,78.2,97.6,43.6,5.53,53.28
2000-07-25,0.00,54.6,72.6,90.7,43.6,4.56,40.72
2000-07-26,0.00,56.8,74.8,92.8,44.8,4.89,45.79
2000-07-27,0.14,57.5,74.9,92.2,51.1,1.34,40.54
2000-07-28,0.00,53.3,73.9,94.4,51.0,1.75,44.44
2000-07-29,0.00,55.9,73.7,91.5,47.9,2.91,41.15
2000-07-30,0.00,56.1,74.7,93.2,47.2,3.81,43.50
2000-07-31,0.00,59.4,76.7,94.0,45.4,5.83,45.65
2000-08-01,0.00,59.8,77.9,96.0,43.6,6.93,51.24
2000-08-02,0.16,59.1,76.0,92.9,50.7,3.49,41.84
2000-08-03,0.07,56.3,75.1,94.0,54.2,0.63,43.78
2000-08-04,0.00,59.7,74.8,89.8,55.6,1.91,34.08
2000-08-05,0.00,57.6,76.6,95.7,51.7,2.93,47.85
2000-08-06,0.08,51.5,68.6,85.8,47.1,1.69,33.26
2000-08-07,0.00,53.4,71.5,89.6,41.5,4.03,39.67
2000-08-08,0.00,54.6,73.7,92.9,41.5,5.27,45.30
2000-08-09,0.00,55.7,73.9,92.1,43.7,3.96,44.19
2000-08-10,0.00,60.2,76.4,92.5,53.6,4.10,38.63
2000-08-11,0.00,63.5,79.9,96.4,48.6,7.41,49.31
2000-08-12,0.00,60.4,79.7,99.0,48.8,5.66,53.24
2000-08-13,0.00,60.8,75.5,90.2,45.8,6.13,40.31
2000-08-14,0.00,59.6,78.4,97.2,44.1,6.92,52.05
2000-08-15,0.00,58.5,75.3,92.1,40.5,6.49,44.61
2000-08-16,0.00,59.9,73.2,86.5,56.5,2.88,27.47
2000-08-17,0.00,50.9,67.2,83.4,39.2,3.78,31.00
2000-08-18,0.00,52.7,67.9,83.0,41.1,3.92,30.46
2000-08-19,0.00,54.9,71.0,87.1,50.3,2.63,33.04
2000-08-20,0.00,59.9,75.7,91.6,41.5,5.88,44.71
2000-08-21,0.00,51.6,70.4,89.3,40.1,4.86,40.12
2000-08-22,0.00,51.7,67.9,84.2,45.2,1.70,31.16
2000-08-23,0.00,54.4,70.6,86.8,43.6,2.60,36.03
2000-08-24,0.00,57.5,75.0,92.4,42.1,5.13,44.53
2000-08-25,0.00,57.7,76.4,95.1,43.4,6.48,47.83
2000-08-26,0.00,56.8,74.1,91.3,42.6,5.92,41.83
2000-08-27,0.00,56.0,74.5,93.1,48.4,3.52,43.35
2000-08-28,0.00,58.6,74.7,90.9,44.9,5.52,40.64
2000-08-29,0.00,52.7,65.0,77.4,42.3,4.19,22.93
2000-08-30,0.00,56.5,74.3,92.1,44.8,4.92,44.16
2000-08-31,0.02,46.9,67.1,87.3,48.3,0.46,32.04
2000-09-01,0.04,48.7,61.2,73.8,50.0,0.56,16.75
2000-09-02,0.04,53.8,69.7,85.5,48.1,1.67,32.58
2000-09-03,0.00,47.4,65.0,82.7,35.1,2.87,32.62
2000-09-04,0.00,48.8,67.8,86.7,36.3,3.84,38.65
2000-09-05,0.00,57.0,73.5,90.0,41.9,6.16,42.70
2000-09-06,0.00,53.1,73.9,94.6,46.0,2.10,48.00
2000-09-07,0.00,37.7,60.1,82.5,41.4,1.08,28.54
2000-09-08,0.00,42.4,60.5,78.6,28.5,2.32,29.05
2000-09-09,0.00,53.8,70.2,86.7,33.5,7.37,38.11
2000-09-10,0.00,42.3,57.9,73.5,28.0,4.16,22.76
2000-09-11,0.00,42.7,64.5,86.4,25.6,2.38,39.16
2000-09-12,0.00,42.0,56.5,71.0,37.5,1.62,18.07
2000-09-13,0.00,46.0,65.4,84.8,35.2,3.39,34.01
2000-09-14,0.00,47.6,67.3,86.9,36.3,4.03,36.78
2000-09-15,0.00,45.3,63.8,82.2,38.9,2.82,29.65
2000-09-16,0.00,49.5,71.1,92.7,34.5,4.90,46.52
2000-09-17,0.00,54.2,74.4,94.6,33.8,7.95,49.87
2000-09-18,0.00,55.6,74.6,93.7,35.5,7.92,48.26
2000-09-19,0.17,50.7,68.1,85.4,39.0,2.33,34.94
2000-09-20,0.20,36.5,48.0,59.5,40.6,0.25,9.30
2000-09-21,0.00,36.6,47.0,57.4,30.1,1.15,11.24
2000-09-22,0.26,30.3,46.0,61.8,33.9,0.13,12.06
2000-09-23,0.25,26.7,30.1,33.6,27.8,0.07,0.92
2000-09-24,0.12,25.9,28.7,31.6,26.4,0.14,0.94
2000-09-25,0.15,26.2,36.1,45.9,27.7,0.29,4.93
2000-09-26,0.00,32.6,47.9,63.2,28.3,1.70,14.49
2000-09-27,0.00,37.5,54.0,70.4,30.2,2.08,20.52
2000-09-28,0.00,38.0,56.6,75.2,28.0,2.23,25.67
2000-09-29,0.00,42.0,61.2,80.5,27.4,4.33,31.77
2000-09-30,0.00,45.3,62.6,79.9,32.9,3.87,28.79
2000-10-01,0.00,46.2,61.7,77.2,35.0,3.01,25.67
2000-10-02,0.00,39.8,55.9,72.0,40.9,0.77,18.92
2000-10-03,0.00,38.7,54.4,70.0,36.4,0.91,17.99
2000-10-04,0.00,36.5,44.7,52.9,36.7,0.11,6.47
2000-10-05,0.35,25.2,41.5,57.7,33.4,0.07,9.39
2000-10-06,0.00,18.1,24.5,30.9,21.4,0.16,1.41
2000-10-07,0.00,16.6,27.6,38.5,18.4,0.27,3.98
2000-10-08,0.00,18.2,31.2,44.3,17.1,0.70,6.45
2000-10-09,0.00,23.8,39.8,55.8,22.4,0.89,10.90
2000-10-10,0.00,29.4,48.3,67.2,26.2,1.17,17.95
2000-10-11,0.00,37.0,54.7,72.5,32.6,2.15,21.28
2000-10-12,0.00,38.6,55.7,72.8,32.9,2.19,21.07
2000-10-13,0.00,36.6,50.8,65.0,28.6,1.94,15.99
2000-10-14,0.00,32.2,47.6,62.9,28.2,0.38,15.34
2000-10-15,0.00,29.3,42.7,56.1,32.1,0.13,9.35
2000-10-16,0.00,28.7,44.8,60.9,27.8,0.47,13.55
2000-10-17,0.00,32.0,47.9,63.7,23.7,1.50,16.27
2000-10-18,0.00,36.4,54.0,71.5,27.0,2.88,21.21
2000-10-19,0.00,40.3,58.6,76.8,24.4,3.81,27.11
2000-10-20,0.00,33.9,52.0,70.1,27.9,1.40,20.39
2000-10-21,0.00,35.2,51.0,66.8,28.1,1.82,17.33
2000-10-22,0.00,37.7,56.7,75.8,31.1,1.20,25.82
2000-10-23,0.00,33.0,38.8,44.7,32.8,0.33,3.27
2000-10-24,0.00,35.0,46.3,57.5,39.2,0.35,7.60
2000-10-25,0.00,37.8,51.1,64.3,40.6,0.25,12.36
2000-10-26,0.00,35.5,47.2,58.9,37.9,0.21,9.40
2000-10-27,0.00,32.8,44.6,56.5,36.0,0.08,8.81
2000-10-28,0.00,39.8,47.5,55.2,42.6,0.40,5.25
2000-10-29,0.00,44.1,54.3,64.6,43.9,0.33,11.06
2000-10-30,0.00,33.6,47.3,60.9,34.4,0.91,11.82
2000-10-31,0.00,34.8,48.0,61.2,34.1,0.11,12.88
2000-11-01,0.88,32.2,38.8,45.5,35.7,0.07,2.51
2000-11-02,0.02,30.3,33.9,37.5,25.4,0.60,2.91
2000-11-03,0.00,22.2,30.3,38.5,18.2,0.83,4.33
2000-11-04,0.00,19.5,31.3,43.0,16.4,0.83,6.02
2000-11-05,0.00,25.5,38.7,52.0,20.6,1.41,9.05
2000-11-06,0.01,19.2,28.2,37.2,19.7,0.46,2.76
2000-11-07,0.00,12.5,17.7,22.9,10.0,0.46,1.53
2000-11-08,0.00,6.0,12.8,19.6,3.1,0.43,1.94
2000-11-09,0.01,11.3,23.4,35.5,8.6,0.56,4.60
2000-11-10,0.14,4.8,12.6,20.4,8.2,0.22,1.10
2000-11-11,0.07,2.8,8.9,14.9,5.2,0.23,0.75
2000-11-12,0.00,-8.5,2.1,12.6,-1.1,0.18,0.78
2000-11-13,0.00,-1.2,9.1,19.5,1.2,0.32,1.53
2000-11-14,0.00,1.8,12.8,23.7,3.0,0.42,2.08
2000-11-15,0.00,5.6,16.9,28.3,7.5,0.37,2.79
2000-11-16,0.00,7.1,16.4,25.8,10.5,0.25,1.95
2000-11-17,0.00,2.7,11.8,20.9,5.2,0.27,1.68
2000-11-18,0.00,5.3,14.7,24.2,8.7,0.26,1.73
2000-11-19,0.00,13.0,22.2,31.4,13.5,0.55,2.73
2000-11-20,0.00,6.8,17.9,29.0,10.7,0.27,2.45
2000-11-21,0.00,11.7,22.7,33.6,9.6,0.63,4.01
2000-11-22,0.00,20.5,31.0,41.5,13.5,1.62,5.31
2000-11-23,0.00,17.5,29.6,41.7,15.2,0.80,5.46
2000-11-24,0.00,16.1,28.6,41.1,15.3,0.79,4.85
2000-11-25,0.00,18.8,30.5,42.1,16.6,0.81,5.31
2000-11-26,0.00,16.6,27.3,38.0,15.6,0.44,4.26
2000-11-27,0.00,19.9,29.8,39.8,20.9,0.38,4.45
2000-11-28,0.00,20.8,30.8,40.7,22.0,0.22,4.30
2000-11-29,0.00,9.1,21.0,32.9,11.4,0.49,3.50
2000-11-30,0.06,11.4,24.8,38.3,15.2,0.63,4.54
2000-12-01,0.00,14.6,24.3,34.1,18.6,0.19,2.69
2000-12-02,0.00,12.1,23.6,35.2,13.5,0.31,3.25
2000-12-03,0.00,12.4,24.2,36.1,14.2,0.44,3.80
2000-12-04,0.00,17.8,30.1,42.4,16.6,0.43,5.75
2000-12-05,0.00,15.6,25.9,36.2,15.9,0.23,4.03
2000-12-06,0.00,13.8,24.8,35.7,15.1,0.30,3.52
2000-12-07,0.00,23.0,33.0,43.0,20.5,1.72,5.39
2000-12-08,0.00,21.8,31.4,41.1,23.3,0.30,4.43
2000-12-09,0.00,17.7,26.9,36.1,22.8,0.13,2.64
2000-12-10,0.06,-1.7,20.0,41.6,11.7,0.16,4.85
2000-12-11,0.11,-12.1,-4.4,3.3,-6.2,0.17,0.44
2000-12-12,0.00,-17.4,-8.4,0.7,-11.7,0.15,0.57
2000-12-13,0.00,-10.3,1.7,13.6,-4.2,0.13,1.08
2000-12-14,0.00,0.2,10.8,21.4,4.0,0.26,1.62
2000-12-15,0.00,15.5,26.7,37.8,17.2,0.72,3.52
2000-12-16,0.06,-11.4,13.7,38.7,9.8,0.20,3.80
2000-12-17,0.00,-9.4,11.1,31.6,-0.2,0.29,2.63
2000-12-18,0.00,17.3,28.1,38.8,18.7,0.36,4.22
2000-12-19,0.00,8.6,16.3,24.1,8.1,0.31,2.18
2000-12-20,0.00,14.7,25.1,35.6,15.2,0.31,4.13
2000-12-21,0.00,-6.4,7.2,20.7,1.4,0.19,1.70
2000-12-22,0.03,-3.8,9.1,22.0,2.3,0.26,1.92
2000-12-23,0.00,14.9,25.2,35.4,17.7,0.18,2.86
2000-12-24,0.00,6.0,16.0,26.0,13.1,0.07,1.29
2000-12-25,0.00,8.1,15.9,23.7,12.8,0.17,1.01
2000-12-26,0.00,6.0,16.2,26.5,13.1,0.10,1.53
2000-12-27,0.00,9.2,20.0,30.8,14.1,0.39,2.70
2000-12-28,0.00,23.9,32.2,40.6,22.7,0.96,3.84
2000-12-29,0.00,15.3,22.7,30.2,16.9,0.21,2.15
2000-12-30,0.00,12.4,20.8,29.2,13.7,0.21,2.49
2000-12-31,0.00,7.6,15.6,23.6,14.3,0.08,1.17
2001-01-01,0.00,5.9,18.1,30.2,14.0,0.09,1.89
2001-01-02,0.00,10.5,20.6,30.7,17.3,0.16,1.63
2001-01-03,0.00,16.2,24.9,33.7,14.0,0.65,3.22
2001-01-04,0.00,25.4,34.9,44.4,19.5,1.74,5.85
2001-01-05,0.00,23.2,34.9,46.6,19.0,0.87,7.23
2001-01-06,0.00,24.4,36.5,48.5,21.7,1.08,7.13
2001-01-07,0.00,20.8,30.1,39.4,18.0,0.72,4.63
2001-01-08,0.00,15.7,25.6,35.4,12.4,0.65,4.16
2001-01-09,0.00,13.7,29.5,45.3,7.1,0.97,6.94
2001-01-10,0.00,17.5,31.4,45.2,10.5,1.09,7.25
2001-01-11,0.00,21.7,32.2,42.7,21.1,0.42,5.25
2001-01-12,0.00,19.7,31.0,42.4,17.5,0.43,5.84
2001-01-13,0.00,19.6,33.1,46.7,19.3,0.30,6.09
2001-01-14,0.00,20.0,23.1,26.1,18.5,0.27,1.02
2001-01-15,0.00,16.6,23.4,30.2,15.0,0.41,2.39
2001-01-16,0.00,10.0,19.1,28.2,12.5,0.20,2.26
2001-01-17,0.00,6.5,15.8,25.2,7.5,0.25,2.14
2001-01-18,0.01,6.1,19.6,33.0,12.2,0.21,4.39
2001-01-19,0.00,10.2,19.6,29.1,15.5,0.17,1.89
2001-01-20,0.00,7.8,20.2,32.7,13.7,0.21,3.10
2001-01-21,0.00,13.4,23.8,34.1,20.1,0.11,2.41
2001-01-22,0.00,13.6,25.3,37.0,10.6,0.72,4.56
2001-01-23,0.00,17.9,28.0,38.2,19.8,0.14,4.16
2001-01-24,0.00,10.4,23.8,37.1,17.9,0.07,3.11
2001-01-25,0.00,13.6,25.2,36.7,18.0,0.24,3.54
2001-01-26,0.00,17.2,28.9,40.7,19.8,0.31,4.47
2001-01-27,0.00,6.1,17.2,28.3,10.5,0.20,2.55
2001-01-28,0.00,8.9,21.3,33.7,12.2,0.35,3.58
2001-01-29,0.07,15.3,22.5,29.7,19.6,0.10,1.29
2001-01-30,0.00,18.9,26.0,33.2,15.1,0.22,3.76
2001-01-31,0.00,12.1,20.6,29.1,9.3,0.60,2.77
2001-02-01,0.02,9.9,20.2,30.6,13.0,0.17,2.85
2001-02-02,0.00,12.6,21.7,30.7,15.3,0.31,2.29
2001-02-03,0.00,24.2,31.9,39.6,21.4,0.47,4.24
2001-02-04,0.00,14.8,25.7,36.7,13.0,0.86,4.45
2001-02-05,0.00,17.0,29.2,41.5,20.0,1.03,5.10
2001-02-06,0.22,17.5,28.9,40.3,24.7,0.08,3.65
2001-02-07,0.25,8.9,20.8,32.7,17.5,0.09,2.12
2001-02-08,0.16,-2.5,4.1,10.8,0.2,0.17,0.56
2001-02-09,0.00,-16.1,-4.6,6.9,-9.5,0.15,0.65
2001-02-10,0.00,-11.0,5.3,21.5,-2.0,0.22,1.93
2001-02-11,0.00,12.8,23.3,33.8,11.2,0.61,3.59
2001-02-12,0.00,3.7,18.7,33.8,10.9,0.12,3.14
2001-02-13,0.00,9.1,23.6,38.1,14.3,0.41,4.27
2001-02-14,0.13,2.7,12.3,21.9,6.9,0.19,1.18
2001-02-15,0.00,-5.1,5.0,15.2,1.7,0.18,0.99
2001-02-16,0.00,1.3,15.1,29.0,6.0,0.22,2.81
2001-02-17,0.00,1.8,8.5,15.2,4.3,0.18,1.10
2001-02-18,0.00,8.7,21.3,33.8,14.3,0.34,3.14
2001-02-19,0.00,22.3,33.1,43.9,20.3,0.76,5.36
2001-02-20,0.02,18.8,29.6,40.4,23.2,0.08,3.85
2001-02-21,0.00,18.4,22.8,27.2,21.4,0.05,0.80
2001-02-22,0.00,20.5,30.5,40.4,20.9,0.24,4.14
2001-02-23,0.01,21.0,31.7,42.4,22.1,0.17,5.00
2001-02-24,0.03,21.5,26.1,30.6,25.7,0.00,0.75
2001-02-25,0.00,9.7,18.0,26.3,18.1,0.01,1.03
2001-02-26,0.00,12.4,25.7,39.0,16.8,0.18,4.06
2001-02-27,0.02,7.9,16.6,25.3,14.1,0.11,1.30
2001-02-28,0.00,2.8,11.4,19.9,7.1,0.18,1.09
2001-03-01,0.00,9.6,23.8,38.0,13.7,0.41,4.27
2001-03-02,0.00,15.2,27.7,40.3,15.5,0.55,5.37
2001-03-03,0.00,17.9,31.4,44.9,18.1,0.41,6.90
2001-03-04,0.00,17.4,29.7,42.0,19.6,0.31,5.11
2001-03-05,0.00,18.9,31.9,44.8,21.7,0.28,6.05
2001-03-06,0.00,24.6,37.3,50.0,25.4,0.61,7.21
2001-03-07,0.00,26.8,38.9,51.1,27.1,0.54,7.37
2001-03-08,0.00,25.5,39.2,52.9,28.4,0.17,8.01
2001-03-09,0.00,25.7,40.7,55.7,26.9,0.42,10.21
2001-03-10,0.00,26.5,42.0,57.5,27.1,0.09,11.81
2001-03-11,0.00,24.0,28.3,32.6,24.6,0.12,1.61
2001-03-12,0.01,24.9,29.1,33.2,25.3,0.14,1.62
2001-03-13,0.00,26.3,36.9,47.5,24.3,0.63,6.79
2001-03-14,0.00,28.2,40.4,52.6,23.0,1.02,9.52
2001-03-15,0.00,20.8,30.6,40.5,23.9,0.20,4.49
2001-03-16,0.00,13.8,24.9,35.9,18.1,0.11,3.59
2001-03-17,0.00,16.8,29.2,41.7,17.9,0.30,5.73
2001-03-18,0.00,21.5,32.7,44.0,23.6,0.46,5.15
2001-03-19,0.00,23.5,34.9,46.2,21.1,0.53,6.83
2001-03-20,0.07,29.3,42.6,55.9,28.3,0.75,10.46
2001-03-21,0.00,31.8,42.3,52.8,33.5,0.18,6.81
2001-03-22,0.00,29.1,43.8,58.4,33.3,0.17,9.75
2001-03-23,0.00,26.2,43.7,61.2,25.6,0.29,14.61
2001-03-24,0.00,18.1,25.3,32.6,22.0,0.00,1.89
2001-03-25,0.00,20.7,26.6,32.4,21.4,0.25,2.15
2001-03-26,0.00,23.5,26.8,30.2,23.5,0.19,1.18
2001-03-27,0.02,26.7,35.2,43.6,29.4,0.22,3.87
2001-03-28,0.00,24.8,32.7,40.6,23.9,0.27,4.26
2001-03-29,0.00,23.4,36.0,48.7,24.0,0.56,8.05
2001-03-30,0.00,28.6,39.6,50.6,25.1,0.55,8.26
2001-03-31,0.00,22.1,33.9,45.6,25.2,0.18,5.18
2001-04-01,0.00,22.1,34.5,46.9,19.8,0.48,7.67
2001-04-02,0.00,29.7,43.5,57.3,26.3,0.76,11.50
2001-04-03,0.49,30.2,40.1,50.0,34.3,0.07,5.51
2001-04-04,0.29,32.1,44.5,56.8,38.3,0.07,8.36
2001-04-05,0.00,37.6,45.8,54.1,37.9,0.07,6.88
2001-04-06,0.16,38.9,49.2,59.5,39.3,0.16,9.98
2001-04-07,0.28,37.9,44.0,50.0,39.4,0.10,3.49
2001-04-08,0.07,36.0,45.3,54.5,33.1,0.54,8.97
2001-04-09,0.00,28.9,42.4,55.9,26.0,0.44,11.08
2001-04-10,0.00,27.5,39.2,51.0,16.7,0.54,10.36
2001-04-11,0.00,30.2,37.2,44.1,30.7,0.15,4.47
2001-04-12,0.00,22.7,33.3,43.8,24.9,0.28,5.64
2001-04-13,0.01,25.1,38.2,51.3,27.0,0.25,8.30
2001-04-14,0.00,27.4,39.9,52.4,18.9,0.81,10.53
2001-04-15,0.00,23.1,39.1,55.2,21.8,0.37,11.26
2001-04-16,0.00,23.4,37.7,52.0,18.9,0.78,9.89
2001-04-17,0.00,22.4,33.5,44.6,16.1,0.89,6.74
2001-04-18,0.00,24.8,45.2,65.6,27.9,0.96,15.78
2001-04-19,0.00,38.1,58.9,79.7,27.9,2.46,29.67
2001-04-20,0.00,34.1,52.7,71.2,28.7,0.37,22.03
2001-04-21,0.50,31.2,40.9,50.6,34.1,0.09,5.97
2001-04-22,0.49,29.3,36.4,43.5,31.6,0.02,3.81
2001-04-23,0.02,26.8,32.1,37.4,28.0,0.00,2.49
2001-04-24,0.00,29.0,41.2,53.3,28.0,0.81,8.27
2001-04-25,0.00,33.9,48.3,62.8,32.3,0.65,13.51
2001-04-26,0.00,35.4,54.1,72.9,32.2,0.95,21.94
2001-04-27,0.00,40.8,58.8,76.8,34.2,2.71,25.23
2001-04-28,0.07,45.6,62.7,79.8,37.6,3.38,27.42
2001-04-29,0.00,46.5,61.8,77.2,42.0,1.70,22.98
2001-04-30,0.00,38.1,54.0,69.9,36.5,1.01,17.13
2001-05-01,0.00,40.8,56.6,72.4,33.1,1.96,21.24
2001-05-02,0.00,29.7,46.7,63.7,29.1,0.97,14.60
2001-05-03,0.02,30.6,39.8,49.0,25.0,0.60,8.07
2001-05-04,0.00,33.9,41.6,49.2,30.6,0.47,6.98
2001-05-05,0.00,36.2,43.6,51.1,35.9,0.37,5.65
2001-05-06,0.00,34.1,47.0,60.0,36.5,0.13,10.66
2001-05-07,0.00,26.6,40.3,54.0,21.8,0.54,10.49
2001-05-08,0.00,32.9,48.8,64.7,21.3,2.40,17.19
2001-05-09,0.00,40.5,58.9,77.3,29.7,3.68,26.17
2001-05-10,0.00,42.1,58.8,75.6,37.4,1.42,22.53
2001-05-11,0.00,37.1,53.1,69.0,38.1,0.57,16.55
2001-05-12,0.00,40.8,57.1,73.4,39.4,0.78,20.22
2001-05-13,0.00,48.5,66.6,84.6,36.7,3.26,32.97
2001-05-14,0.00,54.3,71.8,89.4,37.9,6.58,39.47
2001-05-15,0.00,56.5,69.9,83.2,39.7,7.42,29.63
2001-05-16,0.00,47.9,62.9,77.9,43.0,0.80,22.57
2001-05-17,0.00,41.1,58.9,76.7,37.6,1.00,23.94
2001-05-18,0.00,40.0,53.4,66.9,34.4,0.65,15.79
2001-05-19,0.00,44.5,59.9,75.4,37.7,1.56,23.61
2001-05-20,0.00,44.2,59.6,75.0,38.6,2.92,21.39
2001-05-21,0.06,31.7,40.8,49.9,29.7,0.07,6.47
2001-05-22,0.00,33.8,44.9,56.1,23.6,1.55,11.58
