Transect,Point,Easting,Northing,Veg_date,pt_year,Year,direction,Low_cm,High_cm,vor_reading_pct
E13,E13.1,500459,4820934,2017-07-31,E13.1_2017,2017,250.0,1.7777777777777777,5.666666666666667,0.6428571428571429
E13,E13.1,500459,4820934,2018-07-01,E13.1_2018,2018,,5.2,25.1,0.7142857142857143
E13,E13.1,500459,4820934,2019-07-24,E13.1_2019,2019,,5.923076923076923,16.846153846153847,0.9285714285714286
E13,E13.2,500535,4820696,2015-08-16,E13.2_2015,2015,70.0,5.909090909090909,31.272727272727273,0.7857142857142857
E13,E13.2,500535,4820696,2017-07-31,E13.2_2017,2017,70.0,0.375,4.375,0.5714285714285714
E13,E13.2,500535,4820696,2018-07-01,E13.2_2018,2018,,15.416666666666666,54.833333333333336,0.8571428571428571
E13,E13.2,500535,4820696,2019-07-24,E13.2_2019,2019,,4.0,17.166666666666668,0.8571428571428571
E13,E13.4,500686,4820219,2016-08-09,E13.4_2016,2016,70.0,0.9166666666666666,3.1666666666666665,1.0
E13,E13.4,500686,4820219,2017-07-31,E13.4_2017,2017,70.0,0.9166666666666666,7.833333333333333,0.8571428571428571
E13,E13.4,500686,4820219,2018-07-01,E13.4_2018,2018,,14.214285714285714,46.07142857142857,0.8571428571428571
E13,E13.4,500686,4820219,2019-07-24,E13.4_2019,2019,,16.285714285714285,47.785714285714285,1.0
E13,E13.5,500762,4819981,2015-08-16,E13.5_2015,2015,250.0,1.7777777777777777,8.777777777777779,1.0
E13,E13.5,500762,4819981,2016-08-09,E13.5_2016,2016,250.0,0.0,7.0,0.6428571428571429
E13,E13.5,500762,4819981,2017-07-31,E13.5_2017,2017,250.0,0.4444444444444444,7.111111111111111,0.5714285714285714
E13,E13.5,500762,4819981,2018-07-01,E13.5_2018,2018,,13.833333333333334,43.0,0.6428571428571429
E13,E13.5,500762,4819981,2019-07-24,E13.5_2019,2019,,14.642857142857142,35.714285714285715,0.8571428571428571
E13,E13.6,500837,4819743,2015-08-16,E13.6_2015,2015,70.0,1.625,9.75,1.0
E13,E13.6,500837,4819743,2016-08-09,E13.6_2016,2016,70.0,0.0,0.8,0.5714285714285714
E13,E13.6,500837,4819743,2017-07-31,E13.6_2017,2017,70.0,1.0,8.0,0.7142857142857143
E13,E13.6,500837,4819743,2019-07-24,E13.6_2019,2019,,14.071428571428571,34.5,1.0
E13,E13.7,500913,4819504,2015-08-16,E13.7_2015,2015,250.0,0.6923076923076923,6.153846153846154,1.0
E13,E13.7,500913,4819504,2016-08-09,E13.7_2016,2016,250.0,0.6,2.4,0.9285714285714286
E13,E13.7,500913,4819504,2017-07-31,E13.7_2017,2017,250.0,1.7142857142857142,4.857142857142857,0.7142857142857143
E13,E13.7,500913,4819504,2018-07-01,E13.7_2018,2018,,10.071428571428571,51.285714285714285,1.0
E13,E13.7,500913,4819504,2019-07-24,E13.7_2019,2019,,15.357142857142858,46.857142857142854,1.0
E14,E14.1,501987,4821210,2015-08-16,E14.1_2015,2015,115.0,7.428571428571429,33.142857142857146,1.0
E14,E14.1,501987,4821210,2017-07-31,E14.1_2017,2017,115.0,6.714285714285714,37.0,0.6428571428571429
E14,E14.1,501987,4821210,2019-07-30,E14.1_2019,2019,,21.46153846153846,46.23076923076923,0.9285714285714286
E14,E14.2,501899,4820976,2015-08-16,E14.2_2015,2015,295.0,7.153846153846154,31.46153846153846,0.9285714285714286
E14,E14.2,501899,4820976,2016-08-09,E14.2_2016,2016,295.0,3.1538461538461537,23.076923076923077,0.9285714285714286
E14,E14.2,501899,4820976,2017-07-31,E14.2_2017,2017,295.0,5.428571428571429,24.357142857142858,0.9285714285714286
E14,E14.2,501899,4820976,2018-07-01,E14.2_2018,2018,,11.76923076923077,47.46153846153846,1.0
E14,E14.2,501899,4820976,2019-07-30,E14.2_2019,2019,,13.538461538461538,35.46153846153846,0.9285714285714286
E14,E14.3,501811,4820742,2015-08-16,E14.3_2015,2015,115.0,3.0714285714285716,22.642857142857142,0.9285714285714286
E14,E14.3,501811,4820742,2016-08-09,E14.3_2016,2016,115.0,1.9230769230769231,13.0,1.0
E14,E14.3,501811,4820742,2017-07-31,E14.3_2017,2017,115.0,1.4615384615384615,8.846153846153847,0.9285714285714286
E14,E14.3,501811,4820742,2018-07-01,E14.3_2018,2018,,5.5,19.071428571428573,0.9285714285714286
E14,E14.3,501811,4820742,2019-07-30,E14.3_2019,2019,,5.285714285714286,21.571428571428573,1.0
E14,E14.4,501723,4820508,2015-08-16,E14.4_2015,2015,295.0,4.666666666666667,28.333333333333332,1.0
E14,E14.4,501723,4820508,2018-07-01,E14.4_2018,2018,,13.3,36.3,0.6428571428571429
E14,E14.4,501723,4820508,2019-07-30,E14.4_2019,2019,,15.88888888888889,40.77777777777778,0.7142857142857143
E14,E14.5,501636,4820274,2015-08-16,E14.5_2015,2015,115.0,2.2142857142857144,17.571428571428573,0.6428571428571429
E14,E14.5,501636,4820274,2016-08-09,E14.5_2016,2016,45.0,0.14285714285714285,5.857142857142857,1.0
E14,E14.5,501636,4820274,2017-07-31,E14.5_2017,2017,115.0,3.0,11.5,1.0
E14,E14.5,501636,4820274,2018-07-01,E14.5_2018,2018,,9.928571428571429,45.214285714285715,1.0
E14,E14.5,501636,4820274,2019-07-30,E14.5_2019,2019,,17.5,63.5,1.0
E14,E14.6,501548,4820040,2015-08-16,E14.6_2015,2015,295.0,0.45454545454545453,3.3636363636363638,1.0
E14,E14.6,501548,4820040,2016-08-09,E14.6_2016,2016,295.0,0.08333333333333333,0.5,0.7857142857142857
E14,E14.6,501548,4820040,2017-07-31,E14.6_2017,2017,295.0,0.6363636363636364,4.7272727272727275,0.8571428571428571
E14,E14.6,501548,4820040,2018-07-01,E14.6_2018,2018,,8.785714285714286,37.857142857142854,0.7857142857142857
E14,E14.6,501548,4820040,2019-07-30,E14.6_2019,2019,,10.076923076923077,34.76923076923077,1.0
E14,E14.7,501460,4819805,2015-08-16,E14.7_2015,2015,115.0,0.75,6.333333333333333,0.9285714285714286
E14,E14.7,501460,4819805,2016-08-09,E14.7_2016,2016,115.0,0.15384615384615385,1.0769230769230769,0.8571428571428571
E14,E14.7,501460,4819805,2017-07-31,E14.7_2017,2017,115.0,1.4285714285714286,5.142857142857143,0.9285714285714286
E14,E14.7,501460,4819805,2018-07-01,E14.7_2018,2018,,13.857142857142858,45.285714285714285,1.0
E14,E14.7,501460,4819805,2019-07-30,E14.7_2019,2019,,13.142857142857142,38.285714285714285,1.0
E17,E17.1,503017,4818370,2015-08-19,E17.1_2015,2015,45.0,5.6,25.6,1.0
E17,E17.2,503195,4818194,2015-08-19,E17.2_2015,2015,225.0,9.0,47.18181818181818,0.6428571428571429
E17,E17.2,503195,4818194,2016-07-21,E17.2_2016,2016,225.0,1.7777777777777777,20.666666666666668,0.7857142857142857
E17,E17.2,503195,4818194,2017-07-19,E17.2_2017,2017,225.0,1.0,25.90909090909091,0.6428571428571429
E17,E17.2,503195,4818194,2018-07-01,E17.2_2018,2018,,4.454545454545454,23.454545454545453,0.7857142857142857
E17,E17.3,503373,4818019,2015-08-19,E17.3_2015,2015,45.0,6.5,33.5,0.7857142857142857
E17,E17.4,503551,4817844,2015-08-19,E17.4_2015,2015,225.0,4.375,19.125,0.6428571428571429
E17,E17.4,503551,4817844,2016-07-21,E17.4_2016,2016,225.0,0.5384615384615384,4.0,0.5714285714285714
E17,E17.4,503551,4817844,2017-07-19,E17.4_2017,2017,225.0,1.3846153846153846,7.846153846153846,0.9285714285714286
E17,E17.4,503551,4817844,2018-07-01,E17.4_2018,2018,,9.428571428571429,44.5,0.9285714285714286
E17,E17.5,503729,4817669,2015-08-19,E17.5_2015,2015,45.0,1.4285714285714286,5.642857142857143,1.0
E17,E17.5,503729,4817669,2016-07-21,E17.5_2016,2016,45.0,0.07142857142857142,1.4285714285714286,1.0
E17,E17.5,503729,4817669,2017-07-19,E17.5_2017,2017,45.0,0.7857142857142857,8.357142857142858,1.0
E17,E17.5,503729,4817669,2018-07-01,E17.5_2018,2018,,3.2142857142857144,40.857142857142854,1.0
E18,E18.1,500509,4818940,2015-07-12,E18.1_2015,2015,210.0,2.3846153846153846,10.384615384615385,1.0
E18,E18.1,500509,4818940,2016-06-30,E18.1_2016,2016,210.0,0.2857142857142857,5.071428571428571,0.9285714285714286
E18,E18.1,500509,4818940,2017-06-30,E18.1_2017,2017,210.0,2.5,5.285714285714286,1.0
E18,E18.1,500509,4818940,2018-07-01,E18.1_2018,2018,,4.285714285714286,29.142857142857142,1.0
E18,E18.1,500509,4818940,2019-07-24,E18.1_2019,2019,,12.785714285714286,37.285714285714285,1.0
E18,E18.2,500747,4818861,2015-07-12,E18.2_2015,2015,30.0,1.3333333333333333,8.444444444444445,1.0
E18,E18.2,500747,4818861,2016-06-30,E18.2_2016,2016,30.0,0.0,5.0,0.6428571428571429
E18,E18.2,500747,4818861,2018-07-01,E18.2_2018,2018,,5.384615384615385,34.07692307692308,0.7857142857142857
E18,E18.2,500747,4818861,2019-07-24,E18.2_2019,2019,,11.428571428571429,30.428571428571427,0.9285714285714286
E18,E18.3,500984,4818782,2015-07-14,E18.3_2015,2015,210.0,2.7,10.5,1.0
E18,E18.3,500984,4818782,2016-06-30,E18.3_2016,2016,210.0,0.38461538461538464,4.6923076923076925,0.7142857142857143
E18,E18.3,500984,4818782,2017-06-30,E18.3_2017,2017,210.0,1.75,6.083333333333333,0.9285714285714286
E18,E18.3,500984,4818782,2018-07-01,E18.3_2018,2018,,7.153846153846154,25.076923076923077,0.8571428571428571
E18,E18.3,500984,4818782,2019-07-24,E18.3_2019,2019,,11.833333333333334,29.0,0.9285714285714286
E18,E18.4,501221,4818703,2015-07-14,E18.4_2015,2015,30.0,1.9166666666666667,9.416666666666666,0.8571428571428571
E18,E18.4,501221,4818703,2016-06-30,E18.4_2016,2016,30.0,0.7777777777777778,2.4444444444444446,0.8571428571428571
E18,E18.4,501221,4818703,2017-06-30,E18.4_2017,2017,30.0,1.5,5.3,0.6428571428571429
E18,E18.4,501221,4818703,2018-07-01,E18.4_2018,2018,,7.428571428571429,33.5,0.7142857142857143
E18,E18.4,501221,4818703,2019-07-24,E18.4_2019,2019,,9.615384615384615,27.692307692307693,1.0
E18,E18.5,501458,4818624,2015-07-14,E18.5_2015,2015,210.0,2.5,20.5,0.9285714285714286
E18,E18.5,501458,4818624,2018-07-01,E18.5_2018,2018,,2.6666666666666665,28.22222222222222,0.7142857142857143
E18,E18.5,501458,4818624,2019-07-30,E18.5_2019,2019,,3.0,22.833333333333332,0.6428571428571429
E18,E18.6,501695,4818545,2019-07-30,E18.6_2019,2019,,10.1,31.0,0.5714285714285714
E18,E18.7,501933,4818466,2015-07-14,E18.7_2015,2015,210.0,5.7,28.9,0.7142857142857143
E18,E18.7,501933,4818466,2016-06-30,E18.7_2016,2016,210.0,1.0833333333333333,7.5,0.7142857142857143
E18,E18.7,501933,4818466,2017-06-30,E18.7_2017,2017,210.0,1.0,5.909090909090909,0.8571428571428571
E18,E18.7,501933,4818466,2018-07-01,E18.7_2018,2018,,7.615384615384615,26.384615384615383,0.7857142857142857
E18,E18.7,501933,4818466,2019-07-30,E18.7_2019,2019,,7.7272727272727275,29.636363636363637,0.9285714285714286
E18,E18.8,502170,4818387,2015-07-14,E18.8_2015,2015,30.0,7.111111111111111,31.22222222222222,0.7857142857142857
E18,E18.8,502170,4818387,2016-06-30,E18.8_2016,2016,30.0,3.888888888888889,11.88888888888889,0.6428571428571429
E18,E18.8,502170,4818387,2017-06-30,E18.8_2017,2017,30.0,9.5,22.5,0.6428571428571429
E18,E18.8,502170,4818387,2018-07-01,E18.8_2018,2018,,6.777777777777778,34.77777777777778,0.5714285714285714
E18,E18.8,502170,4818387,2019-07-30,E18.8_2019,2019,,19.0,39.9,0.6428571428571429
E2,E2.1,500559,4831550,2015-08-18,E2.1_2015,2015,165.0,2.5,25.25,0.7142857142857143
E2,E2.1,500559,4831550,2016-08-01,E2.1_2016,2016,165.0,1.1666666666666667,10.333333333333334,0.8571428571428571
E2,E2.1,500559,4831550,2017-07-15,E2.1_2017,2017,165.0,1.8461538461538463,25.384615384615383,0.8571428571428571
E2,E2.2,500315,4831493,2015-08-18,E2.2_2015,2015,345.0,7.545454545454546,37.54545454545455,0.9285714285714286
E2,E2.2,500315,4831493,2016-08-01,E2.2_2016,2016,345.0,1.6666666666666667,8.555555555555555,0.7857142857142857
E2,E2.2,500315,4831493,2017-07-15,E2.2_2017,2017,345.0,3.8181818181818183,26.90909090909091,0.6428571428571429
E2,E2.3,500072,4831436,2015-08-18,E2.3_2015,2015,165.0,9.76923076923077,38.76923076923077,0.7857142857142857
E2,E2.3,500072,4831436,2016-08-01,E2.3_2016,2016,165.0,1.3846153846153846,9.615384615384615,0.9285714285714286
E2,E2.3,500072,4831436,2017-07-15,E2.3_2017,2017,165.0,2.142857142857143,8.928571428571429,0.9285714285714286
E2,E2.4,499829,4831378,2015-08-18,E2.4_2015,2015,345.0,3.3636363636363638,18.454545454545453,1.0
E2,E2.4,499829,4831378,2016-08-01,E2.4_2016,2016,345.0,1.1111111111111112,5.333333333333333,0.7857142857142857
E2,E2.4,499829,4831378,2017-07-15,E2.4_2017,2017,345.0,0.7272727272727273,3.3636363636363638,0.6428571428571429
E2,E2.5,499585,4831321,2015-08-18,E2.5_2015,2015,165.0,1.8,12.4,0.7857142857142857
E2,E2.6,499342,4831264,2015-08-18,E2.6_2015,2015,345.0,0.8,7.6,0.6428571428571429
E20,E20.1,499508,4816277,2015-07-21,E20.1_2015,2015,180.0,3.0,11.666666666666666,0.8571428571428571
E20,E20.1,499508,4816277,2018-07-01,E20.1_2018,2018,,0.5,10.875,0.8571428571428571
E20,E20.1,499508,4816277,2019-06-11,E20.1_2019,2019,180.0,5.538461538461538,25.692307692307693,0.5714285714285714
E20,E20.2,499758,4816273,2015-07-21,E20.2_2015,2015,0.0,2.875,13.25,0.9285714285714286
E20,E20.2,499758,4816273,2016-08-01,E20.2_2016,2016,0.0,0.7272727272727273,2.1818181818181817,0.5714285714285714
E20,E20.2,499758,4816273,2017-07-07,E20.2_2017,2017,0.0,0.8333333333333334,5.333333333333333,0.7857142857142857
E20,E20.2,499758,4816273,2019-06-11,E20.2_2019,2019,90.0,6.833333333333333,33.333333333333336,0.9285714285714286
E20,E20.3,500008,4816268,2015-07-21,E20.3_2015,2015,180.0,3.4545454545454546,14.545454545454545,0.8571428571428571
E20,E20.3,500008,4816268,2016-08-01,E20.3_2016,2016,180.0,0.7777777777777778,3.0,0.7857142857142857
E20,E20.3,500008,4816268,2017-07-07,E20.3_2017,2017,180.0,2.0,4.7,0.6428571428571429
E20,E20.3,500008,4816268,2018-07-01,E20.3_2018,2018,,1.1428571428571428,6.714285714285714,0.8333333333333334
E20,E20.4,500258,4816264,2015-07-19,E20.4_2015,2015,0.0,6.333333333333333,29.0,0.8571428571428571
E20,E20.4,500258,4816264,2018-07-01,E20.4_2018,2018,,4.888888888888889,29.22222222222222,0.6428571428571429
E20,E20.4,500258,4816264,2019-06-11,E20.4_2019,2019,90.0,4.4,29.7,0.6428571428571429
E20,E20.5,500508,4816260,2015-07-19,E20.5_2015,2015,180.0,3.5,22.0,0.7142857142857143
E20,E20.5,500508,4816260,2017-07-07,E20.5_2017,2017,,1.5,9.166666666666666,0.6428571428571429
E20,E20.5,500508,4816260,2018-07-01,E20.5_2018,2018,,5.222222222222222,37.0,0.8571428571428571
E20,E20.5,500508,4816260,2019-06-11,E20.5_2019,2019,180.0,13.785714285714286,36.642857142857146,0.6428571428571429
E20,E20.6,500758,4816256,2015-07-19,E20.6_2015,2015,0.0,2.875,17.5,1.0
E20,E20.6,500758,4816256,2016-08-01,E20.6_2016,2016,0.0,1.5,6.0,0.5714285714285714
E20,E20.6,500758,4816256,2017-07-07,E20.6_2017,2017,0.0,4.0,9.333333333333334,0.5714285714285714
E20,E20.6,500758,4816256,2019-06-11,E20.6_2019,2019,0.0,9.0,23.285714285714285,0.9285714285714286
E20,E20.7,501008,4816251,2015-07-21,E20.7_2015,2015,180.0,4.0,24.75,1.0
E20,E20.7,501008,4816251,2017-07-07,E20.7_2017,2017,180.0,0.0,7.0,0.6428571428571429
E20,E20.7,501008,4816251,2019-06-11,E20.7_2019,2019,180.0,8.214285714285714,24.714285714285715,0.9285714285714286
E20,E20.8,501258,4816247,2015-07-21,E20.8_2015,2015,0.0,5.333333333333333,29.5,1.0
E20,E20.8,501258,4816247,2016-08-01,E20.8_2016,2016,0.0,1.5384615384615385,9.615384615384615,0.8571428571428571
E20,E20.8,501258,4816247,2017-07-07,E20.8_2017,2017,0.0,1.6363636363636365,8.272727272727273,0.9285714285714286
E20,E20.8,501258,4816247,2018-07-01,E20.8_2018,2018,,6.636363636363637,26.09090909090909,0.7857142857142857
E20,E20.8,501258,4816247,2019-06-11,E20.8_2019,2019,0.0,10.416666666666666,31.75,0.7857142857142857
E21,E21.1,499752,4817907,2015-07-19,E21.1_2015,2015,110.0,12.23076923076923,48.30769230769231,0.8571428571428571
E21,E21.1,499752,4817907,2016-08-02,E21.1_2016,2016,110.0,2.230769230769231,15.384615384615385,0.9285714285714286
E21,E21.1,499752,4817907,2017-07-07,E21.1_2017,2017,110.0,6.142857142857143,17.714285714285715,0.9285714285714286
E21,E21.1,499752,4817907,2018-07-01,E21.1_2018,2018,,11.153846153846153,46.46153846153846,1.0
E21,E21.1,499752,4817907,2019-06-11,E21.1_2019,2019,110.0,6.416666666666667,40.0,0.9285714285714286
E21,E21.2,499664,4817672,2015-07-19,E21.2_2015,2015,290.0,23.0,62.75,0.8571428571428571
E21,E21.2,499664,4817672,2017-07-07,E21.2_2017,2017,290.0,14.923076923076923,37.84615384615385,0.5714285714285714
E21,E21.2,499664,4817672,2018-07-01,E21.2_2018,2018,,21.0,62.18181818181818,0.9285714285714286
E21,E21.2,499664,4817672,2019-06-11,E21.2_2019,2019,290.0,27.636363636363637,66.36363636363636,0.7857142857142857
E21,E21.3,499577,4817438,2015-07-19,E21.3_2015,2015,110.0,3.6923076923076925,23.692307692307693,0.7857142857142857
E21,E21.3,499577,4817438,2016-08-02,E21.3_2016,2016,110.0,0.8,7.1,0.9285714285714286
E21,E21.3,499577,4817438,2017-07-07,E21.3_2017,2017,110.0,2.75,6.083333333333333,0.7142857142857143
E21,E21.3,499577,4817438,2018-07-01,E21.3_2018,2018,,3.4615384615384617,24.615384615384617,0.8571428571428571
E21,E21.3,499577,4817438,2019-06-11,E21.3_2019,2019,110.0,1.1666666666666667,23.25,0.9285714285714286
E21,E21.4,499490,4817204,2015-07-19,E21.4_2015,2015,290.0,3.4285714285714284,20.285714285714285,0.8571428571428571
E21,E21.4,499490,4817204,2017-07-07,E21.4_2017,2017,290.0,0.4444444444444444,10.777777777777779,0.6428571428571429
E21,E21.4,499490,4817204,2018-07-01,E21.4_2018,2018,,9.5,33.416666666666664,0.6428571428571429
E21,E21.4,499490,4817204,2019-06-11,E21.4_2019,2019,290.0,7.416666666666667,40.916666666666664,0.8571428571428571
E21,E21.5,499403,4816970,2015-07-17,E21.5_2015,2015,110.0,2.6666666666666665,10.333333333333334,0.8571428571428571
E21,E21.5,499403,4816970,2017-07-07,E21.5_2017,2017,110.0,0.0,4.333333333333333,0.7142857142857143
E21,E21.5,499403,4816970,2019-06-11,E21.5_2019,2019,110.0,7.833333333333333,24.083333333333332,0.9285714285714286
E21,E21.6,499316,4816735,2015-07-16,E21.6_2015,2015,290.0,0.6,14.0,0.8571428571428571
E21,E21.6,499316,4816735,2018-07-01,E21.6_2018,2018,,7.818181818181818,25.727272727272727,0.7857142857142857
E21,E21.6,499316,4816735,2019-06-11,E21.6_2019,2019,290.0,10.222222222222221,26.0,0.7857142857142857
E21,E21.7,499228,4816501,2015-07-17,E21.7_2015,2015,110.0,6.428571428571429,17.285714285714285,0.6428571428571429
E21,E21.7,499228,4816501,2016-08-02,E21.7_2016,2016,110.0,1.0,5.357142857142857,1.0
E21,E21.7,499228,4816501,2017-07-07,E21.7_2017,2017,110.0,3.357142857142857,7.714285714285714,1.0
E21,E21.7,499228,4816501,2018-07-01,E21.7_2018,2018,,6.714285714285714,16.571428571428573,1.0
E21,E21.7,499228,4816501,2019-06-11,E21.7_2019,2019,110.0,16.428571428571427,29.714285714285715,1.0
E21,E21.8,499141,4816267,2015-07-17,E21.8_2015,2015,290.0,5.857142857142857,18.928571428571427,1.0
E21,E21.8,499141,4816267,2016-08-02,E21.8_2016,2016,290.0,1.1428571428571428,10.785714285714286,1.0
E21,E21.8,499141,4816267,2017-07-07,E21.8_2017,2017,290.0,1.5,6.5,1.0
E21,E21.8,499141,4816267,2018-07-01,E21.8_2018,2018,,2.7142857142857144,15.642857142857142,1.0
E21,E21.8,499141,4816267,2019-06-11,E21.8_2019,2019,290.0,10.714285714285714,24.785714285714285,1.0
E22,E22.1,496661,4818114,2015-07-13,E22.1_2015,2015,45.0,7.090909090909091,28.0,1.0
E22,E22.1,496661,4818114,2016-07-05,E22.1_2016,2016,45.0,5.5,18.6,0.7857142857142857
E22,E22.1,496661,4818114,2017-07-19,E22.1_2017,2017,45.0,2.25,18.916666666666668,0.7142857142857143
E22,E22.1,496661,4818114,2018-07-01,E22.1_2018,2018,,9.416666666666666,27.833333333333332,0.8571428571428571
E22,E22.1,496661,4818114,2019-06-17,E22.1_2019,2019,45.0,24.3,52.3,0.8571428571428571
E22,E22.2,496856,4817957,2015-07-13,E22.2_2015,2015,225.0,3.375,28.0,0.7142857142857143
E22,E22.2,496856,4817957,2016-07-05,E22.2_2016,2016,225.0,4.333333333333333,29.0,0.5714285714285714
E22,E22.2,496856,4817957,2019-06-17,E22.2_2019,2019,225.0,4.0,36.75,0.5714285714285714
E22,E22.3,497051,4817800,2015-07-13,E22.3_2015,2015,45.0,7.166666666666667,34.5,0.5714285714285714
E22,E22.3,497051,4817800,2019-06-17,E22.3_2019,2019,,10.857142857142858,27.071428571428573,0.7142857142857143
E22,E22.4,497245,4817644,2015-07-13,E22.4_2015,2015,225.0,7.25,39.875,1.0
E22,E22.4,497245,4817644,2016-07-05,E22.4_2016,2016,225.0,6.555555555555555,22.0,0.5714285714285714
E22,E22.4,497245,4817644,2017-07-19,E22.4_2017,2017,225.0,1.9,17.1,0.6428571428571429
E22,E22.4,497245,4817644,2018-07-01,E22.4_2018,2018,,10.0,22.375,0.7142857142857143
E22,E22.4,497245,4817644,2019-06-17,E22.4_2019,2019,225.0,7.2727272727272725,48.18181818181818,0.5714285714285714
E22,E22.5,497440,4817487,2015-07-24,E22.5_2015,2015,45.0,2.6666666666666665,13.555555555555555,0.7857142857142857
E22,E22.5,497440,4817487,2016-07-05,E22.5_2016,2016,45.0,0.2222222222222222,3.111111111111111,0.6428571428571429
E22,E22.5,497440,4817487,2017-07-19,E22.5_2017,2017,45.0,1.3636363636363635,6.090909090909091,0.6428571428571429
E22,E22.5,497440,4817487,2018-07-01,E22.5_2018,2018,,15.0,38.285714285714285,0.7857142857142857
E22,E22.5,497440,4817487,2019-06-17,E22.5_2019,2019,45.0,9.785714285714286,29.928571428571427,1.0
E22,E22.6,497635,4817330,2015-07-28,E22.6_2015,2015,225.0,4.916666666666667,27.416666666666668,1.0
E22,E22.6,497635,4817330,2016-07-05,E22.6_2016,2016,225.0,0.6666666666666666,4.555555555555555,0.8571428571428571
E22,E22.6,497635,4817330,2017-07-19,E22.6_2017,2017,225.0,2.1,7.7,0.6428571428571429
E22,E22.6,497635,4817330,2018-07-01,E22.6_2018,2018,,7.583333333333333,20.166666666666668,0.7142857142857143
E22,E22.6,497635,4817330,2019-06-17,E22.6_2019,2019,225.0,4.846153846153846,30.846153846153847,0.8571428571428571
E22,E22.7,497829,4817173,2015-07-14,E22.7_2015,2015,45.0,3.5714285714285716,19.142857142857142,0.9285714285714286
E22,E22.7,497829,4817173,2017-07-19,E22.7_2017,2017,45.0,1.1111111111111112,11.555555555555555,0.6428571428571429
E22,E22.7,497829,4817173,2018-07-01,E22.7_2018,2018,,8.923076923076923,24.153846153846153,0.6428571428571429
E22,E22.7,497829,4817173,2019-06-17,E22.7_2019,2019,45.0,3.923076923076923,22.307692307692307,0.9285714285714286
E22,E22.8,498024,4817016,2015-07-14,E22.8_2015,2015,225.0,2.0833333333333335,9.416666666666666,0.9285714285714286
E22,E22.8,498024,4817016,2016-07-05,E22.8_2016,2016,225.0,1.6363636363636365,7.363636363636363,0.8571428571428571
E22,E22.8,498024,4817016,2017-07-19,E22.8_2017,2017,225.0,0.6666666666666666,3.0,0.7857142857142857
E22,E22.8,498024,4817016,2018-07-01,E22.8_2018,2018,,4.076923076923077,13.615384615384615,0.8571428571428571
E22,E22.8,498024,4817016,2019-06-17,E22.8_2019,2019,225.0,2.1666666666666665,12.416666666666666,0.9285714285714286
E23,E23.1,496631,4817000,2015-08-07,E23.1_2015,2015,200.0,12.454545454545455,39.18181818181818,0.8571428571428571
E23,E23.1,496631,4817000,2016-08-02,E23.1_2016,2016,200.0,3.875,20.375,0.7857142857142857
E23,E23.1,496631,4817000,2017-07-19,E23.1_2017,2017,200.0,3.8181818181818183,11.818181818181818,0.5714285714285714
E23,E23.1,496631,4817000,2018-07-01,E23.1_2018,2018,,12.5,33.833333333333336,0.7857142857142857
E23,E23.1,496631,4817000,2019-06-19,E23.1_2019,2019,200.0,14.166666666666666,29.833333333333332,0.8571428571428571
E23,E23.2,496866,4816915,2015-08-07,E23.2_2015,2015,20.0,2.9,30.9,0.8571428571428571
E23,E23.2,496866,4816915,2016-08-02,E23.2_2016,2016,20.0,1.9230769230769231,15.384615384615385,0.7142857142857143
E23,E23.2,496866,4816915,2017-07-19,E23.2_2017,2017,20.0,0.8461538461538461,6.230769230769231,0.9285714285714286
E23,E23.2,496866,4816915,2018-07-01,E23.2_2018,2018,,3.4615384615384617,23.923076923076923,0.9285714285714286
E23,E23.2,496866,4816915,2019-06-19,E23.2_2019,2019,20.0,4.666666666666667,19.555555555555557,0.9285714285714286
E23,E23.3,497101,4816829,2015-08-07,E23.3_2015,2015,200.0,13.666666666666666,41.666666666666664,0.6428571428571429
E23,E23.3,497101,4816829,2016-08-02,E23.3_2016,2016,200.0,2.3636363636363638,16.636363636363637,0.8571428571428571
E23,E23.3,497101,4816829,2017-07-19,E23.3_2017,2017,200.0,3.727272727272727,24.0,0.7857142857142857
E23,E23.3,497101,4816829,2018-07-01,E23.3_2018,2018,,10.384615384615385,43.46153846153846,0.7857142857142857
E23,E23.3,497101,4816829,2019-06-19,E23.3_2019,2019,200.0,12.428571428571429,36.714285714285715,0.9285714285714286
E23,E23.4,497336,4816744,2015-08-07,E23.4_2015,2015,20.0,3.642857142857143,19.857142857142858,1.0
E23,E23.4,497336,4816744,2016-08-02,E23.4_2016,2016,20.0,2.3076923076923075,12.76923076923077,1.0
E23,E23.4,497336,4816744,2017-07-19,E23.4_2017,2017,20.0,1.6923076923076923,5.923076923076923,0.9285714285714286
E23,E23.4,497336,4816744,2018-07-01,E23.4_2018,2018,,4.0,16.071428571428573,0.9285714285714286
E23,E23.4,497336,4816744,2019-06-19,E23.4_2019,2019,20.0,3.8333333333333335,14.333333333333334,1.0
E23,E23.5,497571,4816659,2015-08-07,E23.5_2015,2015,200.0,4.0,12.714285714285714,0.8571428571428571
E23,E23.5,497571,4816659,2016-08-02,E23.5_2016,2016,200.0,0.07142857142857142,4.5,1.0
E23,E23.5,497571,4816659,2017-07-19,E23.5_2017,2017,200.0,3.2142857142857144,9.357142857142858,1.0
E23,E23.5,497571,4816659,2018-07-01,E23.5_2018,2018,,9.357142857142858,29.642857142857142,1.0
E23,E23.5,497571,4816659,2019-06-17,E23.5_2019,2019,200.0,10.071428571428571,36.142857142857146,1.0
